ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANISATION_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
I,A,THA,WB_WDI_NY_GDS_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Thailand,Gross domestic savings (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,23.61177718,24.68865855,23.24225813,22.96865629,24.4800932,26.70821446,30.83290898,27.01995101,25.98410651,27.78986553,18.74626838,20.14406806,19.94297411,23.15533429,22.55730828,20.01911913,20.4404054,21.98562721,24.3002886,22.9153676,22.25932102,21.95445415,23.33866949,22.02545374,23.17983692,24.25101918,25.8558133,28.58845073,33.21481357,34.98297426,34.0368518,35.80282146,35.33184045,37.03929551,36.81683017,37.44847205,36.70679799,34.91549388,35.26039162,33.2423349,32.29029827,30.52270711,31.17013064,31.44318074,31.01145453,30.50649617,32.04657881,33.52565103,32.01865389,30.9541679,32.02365438,30.89727641,30.37862026,31.08426548,30.48742493,31.53414565,33.12536235,34.77073297,34.93752009,34.0568402,29.15751262,29.52514402,27.71601929,25.90208853,25.10172515
I,A,VEN,WB_WDI_FS_AST_CGOV_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,"Venezuela, RB","Claims on central government, etc. (% GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,0.627166842,0.085109532,-1.175275191,-0.90691605,-2.493756489,-1.97653263,-2.106741573,-2.214054054,-1.941756173,-0.884774107,-0.329072561,-1.162212772,0.087802023,-1.960465783,-4.26323574,-4.280682145,-6.41705649,-5.623418494,-5.771028037,-5.727578621,-4.801554675,-1.904119099,-0.709999039,-1.818707572,-1.258117656,-3.342980284,-3.817777796,-2.798091959,0.691929191,1.138323884,9.409159372,3.558708961,5.656716971,6.927081395,10.43870946,12.53021442,3.806301567,-0.87186741,1.113676748,1.065285761,-0.281394827,1.853106312,3.794917215,0.488389848,-0.770719333,-0.825102009,1.038623138,-4.032805705,-1.632212372,1.227769455,0.367502841,4.428481232,8.148388302,7.267127129,,,,,,,,,,,
I,A,IND,WB_WDI_GC_LBL_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,India,"Net incurrence of liabilities, total (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,3.046188836,4.315097164,3.501732994,5.970765081,2.274757144,5.262937283,6.147030926,4.781927846,7.499952262,4.371446526,6.951553062,7.820152714,8.730519316,7.659492548,7.607316129,7.334409469,7.616611499,5.414485824,5.172124332,7.026316463,5.403427194,5.101350678,4.762061892,4.859981727,5.188746547,5.295128238,5.361220952,5.980668231,5.061795003,2.876602791,5.120401889,4.27044814,2.407659996,2.264189664,4.623883821,6.208871479,4.415760453,5.666338989,4.883541433,4.677696079,3.851188348,3.719781887,3.187126747,3.425538613,3.035275469,,,,6.55446153,,
I,A,CAN,WB_WDI_NY_GDP_MKTP_KD_ZG,_T,_T,_T,PC_A,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Canada,GDP growth (annual %),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,3.163291684,7.427837364,5.297439889,6.655999983,6.317200052,6.75969012,3.065420808,5.008274043,5.067032363,2.918713073,4.018845087,5.519670058,6.728641348,3.357776005,1.545403326,5.889275863,3.534826606,3.735976388,3.725199491,2.177199213,3.415065182,-3.166150221,2.562253588,5.898569401,4.737680815,2.121480834,4.072015741,4.410839003,2.337329757,0.202947874,-2.091055098,0.89046618,2.657706916,4.494049295,2.682328227,1.688961225,4.280166836,3.892886543,5.141003537,5.13853918,1.875098107,2.99925535,1.806385123,3.092363843,3.210454391,2.63794375,2.049904637,0.995406301,-2.915086216,3.090806345,3.137194422,1.755661291,2.325813548,2.873466778,0.649971002,1.038550925,3.033834912,2.742963449,1.908431946,-5.038233435,5.950528028,4.189036281,1.528745508,1.55479521
I,A,ITA,WB_WDI_NY_GDP_PETR_RT_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Italy,Oil rents (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,0.001035395,0.00288262,0.003321633,0.004574909,0.024417047,0.02293879,0.026607351,0.023589111,0.022455872,0.05085973,0.071065034,0.064281474,0.033071956,0.056621551,0.054804825,0.058853213,0.015574381,0.033707949,0.028108885,0.041535115,0.044415642,0.019057216,0.019627817,0.024346464,0.021975763,0.024327275,0.032795011,0.029627724,0.008603988,0.023833743,0.049110301,0.032284728,0.040790167,0.040084793,0.046373355,0.074743624,0.077749954,0.077069007,0.09355563,0.048036487,0.063241973,0.10102179,0.108313382,0.099816037,0.09678461,0.046200329,0.023882382,0.038672573,0.066028868,0.055800624,0.039853142,0.077005203,,,
I,A,RUS,WB_WDI_FD_AST_PRVT_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Russian Federation,Domestic credit to private sector by banks (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82323629,17.96038964,21.23523892,24.31111529,25.91837474,30.93858044,37.78177307,41.55089436,45.25730172,42.83637422,41.69594437,43.9113172,48.02242083,54.82425028,55.93562285,53.10067744,52.07385871,51.2413187,52.55995048,59.58229515,54.6413313,,,
I,A,RUS,WB_WDI_NE_IMP_GNFS_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Russian Federation,Imports of goods and services (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0122164,17.94473766,12.98534144,48.25460284,30.49384876,23.19533361,25.89389412,21.84951269,22.52707988,24.55104781,26.17331299,24.03346573,24.21736507,24.43285167,23.87828723,22.16396134,21.51018253,21.00292642,21.54206226,22.07290571,20.49695982,21.1399447,19.98003793,20.24407005,20.44181257,20.69024421,20.65595987,20.66363686,20.78564336,20.78764357,20.79532298,20.44472269,20.58377593,15.06248308,18.34161446,17.59156448
I,A,BRA,WB_WDI_NE_CON_GOVT_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Brazil,General government final consumption expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,12.55969559,12.91621691,12.09640949,12.73684744,11.85196852,10.54568472,10.66906582,11.35438435,11.11499376,10.89828287,11.32463542,11.09811523,10.77209133,9.906429753,9.329838754,10.18518003,10.48709455,9.426307445,9.680528521,9.900438591,9.106317447,9.518741601,10.38810162,10.3559482,9.194649875,10.43389007,11.15920461,12.63745793,13.49295269,15.49913731,19.29092245,17.89984408,17.06301559,17.66402304,17.86571651,20.92792486,19.75082651,19.5352948,20.07053158,19.78269077,18.76784574,19.34329502,19.80966234,19.07747849,18.46758392,18.89000142,19.03891694,18.94298762,18.83939287,19.6506384,19.01685784,18.66925694,18.53010327,18.89247899,19.15353871,19.77681996,20.37929743,20.1619047,19.89508778,19.98358129,20.13515301,18.54758836,18.40221272,19.04261079,18.76960278
I,A,ZWE,WB_WDI_NY_GDP_PCAP_KD_ZG,_T,_T,_T,PC_A,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Zimbabwe,GDP per capita growth (annual %),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,3.042819299,-1.705577936,2.94681504,-4.176660714,1.652608994,-1.626674563,5.010085431,-1.195503738,8.922125171,18.85860116,5.69965436,5.051351918,-0.587268321,3.233766856,-4.99180317,-2.546451266,-9.206070375,-4.105497231,1.681264274,8.02232255,5.66264548,-1.286791812,-2.20178844,-5.333377435,3.308606576,-1.262736211,-2.140094259,4.202829346,2.195630424,4.112775703,2.818292362,-11.54789903,-0.414933761,9.106039874,-0.767842536,8.543267105,0.770794566,0.893396716,-2.410075263,-3.944371783,0.762971447,-9.766448576,-17.97676118,-6.824980635,-6.598889063,-4.630375693,-4.914489161,-18.6543102,11.68933182,17.76012422,12.18749162,14.78715769,0.563614571,0.982274049,0.425141539,-0.633234613,3.234096427,3.459545627,-7.785583581,-9.333971449,6.611911087,4.343667183,3.598766956,-0.053078609
I,A,CHN,WB_WDI_NY_GDP_MKTP_KD_ZG,_T,_T,_T,PC_A,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,China,GDP growth (annual %),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,-27.27,-5.57999999,10.3,18.17999999,16.95,10.65,-5.770000004,-4.099999986,16.94,19.3,7.059999999,3.81,7.760000001,2.310000003,8.719999997,-1.570000002,7.570000001,11.32597799,7.59132468,7.834145016,5.112761091,9.059284171,10.72737068,15.232561,13.43547437,8.935064935,11.62822257,11.22259498,4.206334355,3.941630598,9.361702128,14.29961089,13.92907801,13.07270916,11.03281216,9.976199921,9.287646528,7.920792079,7.737003058,8.586432018,8.312638871,9.243393266,10.11819286,10.13140736,11.45823846,12.67467517,14.14998549,9.670245886,9.402699728,10.59627198,9.461335887,7.856174271,7.778724094,7.461900282,6.978780027,6.775555628,6.891266362,6.756718002,6.068502351,2.340188431,8.570085132,3.134188872,5.414843301,4.977356592
I,A,CAN,WB_WDI_GC_AST_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Canada,Net acquisition of financial assets (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.802155568,0.689681706,-0.586412708,1.403812663,-0.021086604,0.328394786,0.490559806,0.571731016,0.768070224,2.260205949,0.798507861,3.109122919,0.627383895,1.372074897,0.139025727,2.469517921,0.996943686,0.673465766,7.09264713,4.275539128,0.843794229,1.497917492,2.304448598,1.18948676,0.079703363,3.837790802,0.323816003,2.390779211,1.197492298,1.327260161,9.132926163,2.570377796,3.280321578,4.067577655,4.240961142
I,A,MEX,WB_WDI_SH_XPD_GHED_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mexico,Domestic general government health expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91919184,2.00498009,2.0620842,2.29952097,2.46993542,2.35726452,2.31543756,2.41293502,2.50039554,2.72910881,2.75687551,2.79909682,2.87779689,2.9978776,2.78812504,2.88534904,2.76140785,2.68433452,2.59963799,2.60432172,3.20135403,2.95189285,2.96899462,,
I,A,MEX,WB_WDI_CM_MKT_LCAP_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mexico,Market capitalization of listed domestic companies (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,0.534090909,0.900131291,,0.718957895,0.889751793,0.631879855,0.38286896,0.93173113,1.940230645,1.986638994,2.002652419,4.102380108,6.133823427,8.369530152,12.23108448,15.71269759,32.81602888,38.20487607,37.88760953,23.5262928,23.85694539,24.70635128,29.91597105,16.45779402,24.40301564,16.87243695,15.86031856,12.82169661,16.00587358,20.91647568,26.06095088,34.14261101,36.07952427,20.15016339,37.31518746,41.10143455,33.25348032,41.83350482,39.62643208,35.19550046,33.15380484,31.54099876,35.02250765,30.64963575,31.71665151,35.64617421,34.91708046,30.97414101,32.06698505,22.49589178
I,A,KOR,WB_WDI_TG_VAL_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,"Korea, Rep.",Merchandise trade (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,9.463716108,14.70803463,16.90884354,16.14395393,15.01385036,20.24747954,24.43730674,26.90458344,31.1328996,31.6118144,31.04016999,34.59181463,37.73261961,53.03705257,56.96611394,55.22454011,54.29508286,53.39635694,52.42613974,51.98880817,59.81249284,63.80492568,57.68674902,56.50225092,60.02627874,59.18992474,55.26567666,58.00103237,54.75391867,48.71138689,46.174776,45.00341026,43.17192911,40.92527232,41.39577137,44.37711146,44.36872489,47.65424237,56.78242651,51.08367113,55.69140473,51.36629276,48.39846688,51.15107245,58.09989146,56.15255261,57.96769355,59.65500027,78.53583394,69.84470312,74.74627468,82.59690367,79.93860238,74.94519541,70.59619535,62.58110069,57.09519069,61.52344728,62.49478367,59.71151803,56.19790746,64.84498823,78.63643457,69.1021983,70.13886476
I,A,ITA,WB_WDI_NY_GDP_PCAP_PP_KD,_T,_T,_T,PPP_K_2021,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Italy,"GDP per capita, PPP (constant 2021 international $)",Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42656.74451,43283.02044,43614.48509,43216.10964,44136.70591,45410.13917,46008.23893,46869.42561,47701.39742,48493.66512,50353.42004,51332.29044,51369.11491,51126.25855,51495.00288,51585.64458,52304.24029,52747.19055,51806.39062,48774.39168,49301.69591,49473.01492,47795.95794,46833.36153,46825.65112,47311.82553,47987.83796,48849.21835,49133.14353,49690.62985,45505.06887,49825.39341,52333.32743,52870.32614,53265.00325
I,A,VEN,WB_WDI_NY_GDP_PCAP_KD,_T,_T,_T,USD_K_2015,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,"Venezuela, RB",GDP per capita (constant 2015 US$),Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,4068.045907,4051.05744,4245.625177,4261.761804,4577.643217,4610.828614,4527.762066,4506.095727,4683.437297,4570.078293,4772.303147,4697.204997,4616.625872,4800.308624,4757.710316,4754.54371,4975.002943,5135.792357,5106.884719,5000.966303,4647.13796,4461.796919,4456.350409,3910.351413,4006.540168,3936.546069,4068.218575,4154.27063,4313.106324,3621.033356,3762.275068,4031.178437,4177.538774,4095.70805,3912.838904,3981.572694,3891.579284,4055.480119,3986.466616,3675.991041,3740.01955,3796.805797,3398.568499,3079.663454,3580.854173,3884.700811,4199.397669,4496.84905,4665.953188,4455.453232,4332.026818,4455.410633,4647.373037,4653.364566,4421.607867,4103.138499,3382.734779,2871.315312,2365.592813,1762.737348,1255.372631,1276.623814,1379.977788,1430.745752,1501.022774
I,A,RUS,WB_WDI_NV_IND_MANF_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Russian Federation,"Manufacturing, value added (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19344479,14.36733469,15.21650718,15.68022367,15.29122766,15.11463226,14.93315486,12.89797142,12.81547047,11.47093372,11.41528544,11.05730634,11.33558041,12.38301887,11.7002791,12.31277213,12.81988325,12.96920728,13.40281368,13.1326684,13.24153521,12.74645929,13.25365758
I,A,MEX,WB_WDI_NV_SRV_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mexico,"Services, value added (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,56.88805861,57.67059211,56.87048193,57.04847411,57.0667734,52.46164414,53.52795918,54.28334513,53.75107091,53.02333333,52.61309091,53.72619256,52.74030287,53.02264869,52.88076923,59.88093126,60.73436249,61.25531738,59.12548893,58.81775861,57.95545863,58.46862564,55.89181013,57.00251462,58.66824175,59.69396191,60.37868602,61.80759135,58.22604919,58.65745408,58.76417121,57.3630164,56.76931806,57.25691631,57.35945746,58.02238674,58.74315274,59.12388924,60.53120304,59.58693093,60.04398766,59.06718085,59.30336205,59.68141439,60.94620355,60.47834905,59.88664883,59.93720728,61.06657772,60.07827057,60.50613597,60.07506839,59.36533103,59.26957921,59.15560301,59.18964986,58.32569951,58.13062226,57.5637379,58.10376045
I,A,ZWE,WB_WDI_FS_AST_CGOV_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Zimbabwe,"Claims on central government, etc. (% GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,7.268043473,10.89106684,7.958615961,11.58010649,12.7768764,18.02739035,23.60440173,24.82558418,30.89492689,26.34583347,31.05286594,13.87853834,10.11727575,11.79012486,14.41297316,12.87125255,13.55942384,12.44082379,21.13485924,20.52376371,12.9206828,21.27430165,28.72779353,44.49373007,16.00307416,20.30516007,38.0947633,,,,8.958386237,6.881142796,6.331218064,7.009718503,7.812136189,7.977041776,11.89250822,17.50939644,9.805928564,14.33679238,4.021494646,1.089897721,0.807176307,1.523926732,1.444950771,
I,A,LKA,WB_WDI_BX_KLT_DINV_WD_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Sri Lanka,"Foreign direct investment, net inflows (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,-0.013063525,0.012661922,0.011746573,0.017387524,0.039165367,0.003764173,2.78E-05,-0.029688497,0.053944134,1.394269235,1.068684421,1.115631636,1.332999395,0.731028082,0.539629797,0.437605603,0.464045945,0.890492573,0.65520341,0.282532657,0.539742839,0.5371914,1.26379157,1.881082276,1.420195947,0.429753548,0.862545736,2.849579948,1.227252404,1.122778245,1.04207418,1.090747209,1.188277909,1.211327409,1.126677351,1.116128543,1.697007228,1.863973878,1.847529623,0.960390453,0.81444607,1.410883601,1.335917342,1.211480004,1.082778138,0.798746315,1.019371845,1.454628053,1.708886963,0.835367459,0.514700553,0.668825709,1.192493222,0.851705947,0.769118882
I,A,UKR,WB_WDI_FM_AST_PRVT_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Ukraine,Monetary Sector credit to private sector (% GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.646433539,1.421330923,4.624935183,1.475266626,1.385387014,2.457178021,7.823965595,8.586161522,10.78478147,12.59868149,17.02677796,23.69641125,24.2922775,31.07942923,42.72439523,55.81738774,70.68843531,70.82103131,60.29614978,54.51852589,51.8249857,56.50761668,59.84709268,47.04142802,38.6086586,31.1535037,27.74044182,22.82048007,20.88174455,17.6258955,17.57908908,13.82688843,13.4286778
I,A,MUS,WB_WDI_GC_XPN_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mauritius,Expense (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,14.40757989,13.9957119,17.72094308,21.91370956,23.56910146,24.35725381,24.4973892,23.9945156,25.30818463,25.60324905,25.49393211,23.89416342,22.59385583,20.17005225,18.52401939,19.47009774,19.17412662,18.71355558,18.4441469,18.74013769,17.30744996,18.53364503,18.59985868,18.53132438,19.55621993,19.24084554,21.3902793,19.82536231,19.7655971,19.71023683,19.38906744,19.87219357,19.89241381,19.2659606,18.0270605,17.79018198,20.64665712,21.71230135,20.12171112,20.07481135,21.3396546,21.56795569,11.24616868,22.77145371,21.92846056,22.24132736,22.51620361,31.25430729,32.54670538,28.19288258,29.14240313,
I,A,ZWE,WB_WDI_NE_IMP_GNFS_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Zimbabwe,Imports of goods and services (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,24.4336291,19.59709817,20.21760194,19.98545133,22.66113376,26.52302377,25.90541712,22.21970847,19.47393035,20.80499695,22.00790196,21.52094249,21.27488559,20.36000329,21.72025958,22.7924064,27.16863289,36.48408586,32.44889413,36.5195634,40.9205903,35.93923459,44.60979611,45.11923812,33.51308023,35.90931162,32.9388342,34.97498129,38.05514353,41.56839115,42.49554986,46.8628081,46.38557061,68.05681304,42.30023525,53.4830155,54.66546176,48.9999124,36.6687172,33.74176514,37.58902532,31.27545995,30.37014196,28.38626542,23.3373799,21.24718098,24.35494215,31.36813262,23.1741852,23.43768942
I,A,MEX,WB_WDI_NE_CON_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mexico,Final consumption expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,82.86190184,82.59,83.42189474,81.22028302,81.14657371,79.42172161,79.72592105,79.82762048,80.94435967,79.86017241,79.22635135,80.83936735,80.4080885,79.65496382,78.95691111,79.03787273,79.08654267,77.07160087,76.98032948,75.29970665,71.16073315,71.20207716,67.8253698,66.41226404,68.92695284,69.68599874,74.60978069,70.94648522,76.69091027,77.67100733,78.39753765,79.91217631,81.84377767,79.65139475,79.21463912,76.84098082,76.51296968,76.73215218,76.10060317,76.44211073,78.04620653,78.612315,79.4973373,81.14755394,79.9350586,81.30297358,79.16642368,79.27085726,80.53393659,80.50267062,81.81691049,81.23074286,80.61167467,82.46061153,82.56230011,81.05050027,80.50425586,79.45136806,78.64730773,78.22998037,78.35156435,79.73047274,81.68972271,80.89939496,81.42994779
I,A,DEU,WB_WDI_EG_USE_COMM_GD_PP_KD,_T,_T,_T,KG_PPP,NUMBER,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Germany,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Total,Not Applicable,Number (real number),Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5636894,97.52287896,93.81743032,93.81656313,91.0061721,90.59549648,92.70531721,90.21280683,87.82716006,84.04465388,82.08936483,83.19056266,81.5098662,81.7471397,81.48342754,80.29783064,79.58993477,73.38176314,73.64676261,72.81386231,73.61939992,67.26543175,67.45263811,68.62182733,64.1943969,63.46508119,62.32982029,60.82766633,58.65902821,56.81650198,55.63149999,55.4451965,51.22576653,46.45028172,
I,A,ARG,WB_WDI_BM_KLT_DINV_WD_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Argentina,"Foreign direct investment, net outflows (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,0.005752874,,0.004816745,,0.003307712,0.008556666,0.003013514,-0.001761152,-0.025828345,-0.085195691,-0.14292782,-0.135999357,-0.035584028,0.001923463,0.037256965,0.048041542,0.010578576,0.044233582,-0.017871437,0.084041228,0.024692136,0.026030832,0.509624888,0.29782246,0.393429149,0.580218907,0.588186835,1.247295798,0.777886139,0.610279589,0.317035999,0.059872956,-0.641746114,0.606472572,0.410542024,0.659695665,1.048653872,0.523155949,0.384705758,0.213692689,0.227738015,0.280670981,0.19320213,0.161219625,0.364900179,0.14716003,0.320435402,0.179549291,0.328871218,0.340080899,0.305173266,0.317298745,0.329630468,0.465502912,0.431840831
I,A,ARG,WB_WDI_NE_DAB_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Argentina,Gross national expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,102.5157134,97.86713989,100.9770745,100.2862527,97.37466343,97.92470737,98.3367722,97.50146841,98.91926037,100.0000082,99.13431725,100.6007245,99.64010991,98.09682992,99.38643872,100.1548308,96.74620727,97.71050174,97.10701219,99.81880317,101.4217295,100.450881,97.43049994,96.68462873,97.16659081,94.53722903,98.1620777,99.70255826,96.68023266,93.52113623,94.27178359,98.40296238,101.534602,102.4044515,103.0744326,100.4106549,100.6492778,102.2144368,102.5189003,101.7284044,100.6496905,98.69422395,84.9875764,88.78282531,92.99740728,94.05951752,94.38009066,95.61967001,96.28087261,94.93515679,97.10336646,98.30773671,98.05082345,100.0995822,99.59583647,101.074922,101.0396975,102.6490344,101.8891645,96.78085829,96.99286993,96.94527123,99.01684381,101.3190234,97.43947261
I,A,IND,WB_WDI_PA_NUS_PPP,_T,_T,_T,XDC_PPP,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,India,"PPP conversion factor, GDP (LCU per international $)",Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.495488411,6.046729059,6.442023206,6.913450316,7.444461724,7.952394188,8.400987207,8.793419976,9.392231585,9.545346381,9.674133405,9.765331406,9.973197288,10.15838199,10.45874648,10.71089194,11.26336361,11.72780222,12.56398134,13.36609206,14.59563226,15.5495491,16.13566331,17.28834281,18.30076662,19.11544121,19.7442391,20.45557785,20.47459602,20.23950005,20.31936646,20.72789574,20.48945722,20.29040542,20.4219876
I,A,NOR,WB_WDI_NE_CON_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Norway,Final consumption expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,67.71659565,68.39655189,68.09167381,67.18336309,66.18344317,68.33673748,69.47006664,70.99444263,69.70031203,69.06867063,65.68733721,65.02782093,66.18141347,65.83551463,63.72950091,65.28035107,70.49313298,70.71907182,70.20301649,69.13027281,69.16535198,70.09747028,71.88341309,71.70777214,71.12763335,69.85613692,68.4358739,66.88269928,69.86146571,68.15453748,61.26872931,62.63783679,66.24903701,67.54783433,64.94212087,61.16306308,58.65589511,58.95205184,56.56600442,63.54844342,62.950328,60.83018468,60.0522882,60.9225537,62.47207266,66.36266953,69.51414217,68.09138928,65.83424226,68.00249768,69.58115887,60.06205927,50.43207588,60.28508148,62.24456886
