ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,URBANISATION_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
I,A,CAN,WB_WDI_CM_MKT_TRAD_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Canada,"Stocks traded, total value (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,2.9863876,3.072712139,3.139995038,4.630998401,7.412073749,9.883048032,7.709353563,5.233851822,8.239888483,7.094739153,10.64794085,15.08802861,21.53016126,13.50212734,15.75782795,11.42894307,11.97256688,12.73669753,23.03045328,26.92362825,30.26689387,42.02003502,51.59765615,56.26200473,57.88114986,84.38638337,60.34663433,58.95774569,56.56340579,68.81278634,79.45638971,93.77517016,118.8025814,96.77010472,96.96078946,86.86124037,82.18666947,73.72551366,71.67677234,74.41721891,70.41879356,75.48237193,77.6193571,79.61697314,82.1554373,118.0213144,108.2855969,102.6861419,92.94918865,95.82567885
I,A,VEN,WB_WDI_PA_NUS_PPP,_T,_T,_T,XDC_PPP,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,"Venezuela, RB","PPP conversion factor, GDP (LCU per international $)",Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21E-13,1.42E-13,1.78E-13,2.29E-13,3.66E-13,5.44E-13,1.15E-12,1.51E-12,1.78E-12,2.22E-12,2.81E-12,2.96E-12,3.88E-12,5.14E-12,6.70E-12,8.42E-12,9.63E-12,1.08E-11,1.38E-11,1.48E-11,2.14E-11,2.68E-11,,,,,,,,,,,,,
I,A,DEU,WB_WDI_BX_TRF_PWKR_DT_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Germany,"Personal remittances, received (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,0.083670845,0.081705749,0.078486078,0.079968432,0.085236976,0.086261524,0.088878504,0.098405087,0.09600562,0.249554391,0.263580291,0.286336209,0.273887559,0.27048167,0.275145837,0.264650017,0.274926199,0.27262037,0.267207044,0.274219192,0.257118085,0.229768422,0.211341657,0.199022071,0.173810179,0.17270573,0.172677565,0.173863187,0.169665724,0.183199701,0.197471736,0.22135427,0.226786723,0.228429725,0.270044343,0.283746177,0.32132392,0.346921035,0.395230744,0.410552431,0.429105583,0.427527129,0.42479706,0.410256032,0.43466785,0.431448397,0.457020298,0.459956403,0.463100143,0.477487831,0.465094604,0.466478242,0.460768627,0.452984461
I,A,THA,WB_WDI_NY_GDP_DEFL_ZS_AD,_T,_T,_T,IX,IX,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Thailand,GDP deflator: linked series (base year varies by country),Total,Not Applicable,Index,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.88914387,67.56054872,70.59432417,75.17635804,78.68917149,83.20611576,86.61601964,90.4454597,97.73871969,95.22003884,96.48746513,98.33764339,100,102.149549,105.7955314,111.1821703,116.8571454,119.7474173,125.8949867,126.1401951,131.2879628,136.2022001,138.8024968,141.2714405,143.3078194,144.3426646,148.1477792,150.9625055,153.119135,154.6724113,152.6635646,155.3728726,162.6125529,164.6857356,166.2209342
I,A,THA,WB_WDI_NY_GDP_FRST_RT_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Thailand,Forest rents (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,1.064130625,1.028676566,1.485343187,2.266651702,1.665707062,1.672490639,1.523686958,1.735964106,1.181640918,1.589050996,1.489909974,0.813641791,0.863258173,0.774669096,0.538918068,0.558699818,0.726986788,0.695063387,0.541116476,0.423667788,0.3283853,0.30409066,0.331420098,0.257202009,0.273692359,0.343406563,0.323800015,0.334088953,0.380506038,0.217478144,0.311747534,0.389305798,0.393565816,0.69597303,0.460021485,0.446372174,0.504842518,0.582080336,0.690217881,0.620897538,0.543056505,0.539627118,0.492013888,0.453082374,0.593749851,0.462529182,0.455992944,0.521643339,0.389257535,0.333563747,0.375868107,0.362259863,,,
I,A,KOR,WB_WDI_SH_XPD_GHED_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,"Korea, Rep.",Domestic general government health expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95133317,2.34087777,2.21867752,2.3289516,2.33576632,2.4779551,2.73991847,2.8364346,2.92017627,3.25640988,3.34141302,3.35769701,3.38286614,3.47258639,3.5710175,3.68316936,3.84469461,3.990731,4.26695871,4.69970036,4.95672226,5.43299103,5.92036963,6.11767387,
I,A,NOR,WB_WDI_NY_GDP_MINR_RT_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Norway,Mineral rents (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,0.164609485,0.110691398,0.095741589,0.204043968,0.179834146,0.054764669,0.097165561,0.060081321,0.03328779,0.060698728,0.053297365,0.031760486,0.036727761,0.02916514,0.01616441,0.014532879,0.007240131,0.013325757,0.040763818,0.03890539,0.027805348,0.028925752,0.042490464,0.025229721,0.017097563,0.014271255,0.007700847,0.005771145,0.004695114,0.002906618,0.002741254,0.001513143,0.00116998,5.03E-04,7.91E-04,0.004356604,0.004898317,0.010711506,0.029751634,0.009567001,0.065653546,0.065794869,0.039475919,0.040594942,0.025955915,0.011465559,0,0,0,0,0,0,,,
I,A,UKR,WB_WDI_NV_SRV_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Ukraine,"Services, value added (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93396919,30.0281294,27.85057696,28.56287425,28.91973244,29.43294258,40.40317522,32.51221788,37.4760485,42.42201205,43.83227119,42.07304592,39.25882768,39.74495821,44.89309814,46.66777712,49.29314417,51.22250688,49.38194938,49.82319147,51.61708201,52.87837637,55.99487668,55.48932031,53.50035355,54.47530526,56.6426976,54.1589184,51.16864399,49.914248,50.95871599,51.33230271,54.48551971,55.79001645,51.90540042,61.71722929,61.21187195,60.61589895
I,A,DEU,WB_WDI_TG_VAL_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Germany,Merchandise trade (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,25.51174583,24.50542679,24.19273309,24.63457472,25.0870822,26.35880704,26.74309599,27.08946871,28.86589248,30.22953137,29.62434941,29.15014958,28.95148421,30.62624272,35.58213389,33.52875069,36.53403951,36.42452477,35.55073763,37.47000457,39.93216414,42.31839307,42.56322709,41.66654114,44.62371342,46.57403154,41.34854296,40.12564524,40.79944946,43.51086663,43.68476632,42.26218882,39.16455494,34.76300699,36.4884818,38.07608118,39.24663696,43.20470243,45.16611361,45.96405415,53.33082319,53.79241016,52.61319856,53.50391356,56.99326415,60.41304748,66.1387654,68.20201902,69.09404903,58.82884068,66.73422047,71.36916175,71.0684531,68.98564706,68.13354533,69.40931045,67.56642102,69.34539611,70.15013807,68.77430189,64.80731912,69.77355231,77.60233647,69.48118816,66.23390635
I,A,FIN,WB_WDI_MS_MIL_XPND_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Finland,Military expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,1.769041048,1.83618152,2.513178309,1.927141787,1.859273032,1.797340383,1.713951314,1.615521153,1.7550744,1.437477698,1.375854017,1.449046875,1.530845544,1.45370204,1.270178667,1.50815982,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.240009972,1.143119913,1.153462679,1.445474435,1.467718556,1.464704511,1.442702257,1.287609985,1.39102533,1.560845412,1.491726445,1.491993625,1.531605266,1.540071844,1.45927959,1.458190607,1.431505166,1.36088934,1.37168237,1.361322835,1.435781155,1.30243926,1.588545189,2.007536953,2.299791737
I,A,IRL,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,NUMBER,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Ireland,Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,Not Applicable,Number (real number),Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3.08,2.92,2.77,2.67,2.55,2.44,2.36,2.45,2.5,2.46,2.22,2.22,2.19,1.97,1.65,1.7,1.51,1.41,1.33,1.21,1.09,0.97,,
I,A,USA,WB_WDI_NY_GDP_MKTP_KD,_T,_T,_T,USD_K_2015,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,United States,GDP (constant 2015 US$),Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,3.41E+12,3.49E+12,3.71E+12,3.87E+12,4.09E+12,4.36E+12,4.64E+12,4.75E+12,4.98E+12,5.14E+12,5.15E+12,5.32E+12,5.60E+12,5.91E+12,5.88E+12,5.87E+12,6.19E+12,6.47E+12,6.83E+12,7.05E+12,7.03E+12,7.21E+12,7.08E+12,7.40E+12,7.94E+12,8.27E+12,8.55E+12,8.85E+12,9.22E+12,9.56E+12,9.74E+12,9.73E+12,1.01E+13,1.03E+13,1.08E+13,1.11E+13,1.15E+13,1.20E+13,1.25E+13,1.31E+13,1.37E+13,1.38E+13,1.40E+13,1.44E+13,1.50E+13,1.55E+13,1.59E+13,1.62E+13,1.63E+13,1.58E+13,1.63E+13,1.65E+13,1.69E+13,1.72E+13,1.77E+13,1.82E+13,1.85E+13,1.90E+13,1.96E+13,2.01E+13,1.96E+13,2.08E+13,2.13E+13,2.20E+13,2.26E+13
I,A,GRC,WB_WDI_NY_GDP_MKTP_PP_KD,_T,_T,_T,PPP_K_2021,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Greece,"GDP, PPP (constant 2021 international $)",Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74E+11,2.83E+11,2.85E+11,2.80E+11,2.86E+11,2.92E+11,2.96E+11,3.07E+11,3.17E+11,3.26E+11,3.39E+11,3.55E+11,3.72E+11,3.93E+11,4.14E+11,4.19E+11,4.46E+11,4.62E+11,4.62E+11,4.43E+11,4.18E+11,3.77E+11,3.45E+11,3.37E+11,3.40E+11,3.39E+11,3.39E+11,3.44E+11,3.51E+11,3.59E+11,3.26E+11,3.54E+11,3.74E+11,3.82E+11,3.90E+11
I,A,JPN,WB_WDI_NY_GNS_ICTR_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Japan,Gross savings (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.42734066,33.21008023,32.35445233,30.65184959,31.0308729,29.72294203,28.50441093,28.71589589,29.31588438,29.51487698,29.81593218,30.34337994,28.64210741,25.3311155,26.3773425,25.58057141,24.89574884,25.25252313,25.77208863,28.17891582,28.72724161,29.28964909,29.12548542,29.1717019,28.14624347,29.64934664,28.76836768,29.97933894,31.06806251
I,A,LKA,WB_WDI_NE_CON_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Sri Lanka,Final consumption expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,90.61136492,85.75565148,87.10804288,87.11530076,89.12837612,89.47696685,88.94940626,88.6756667,87.98707661,87.3218726,86.51653981,87.08854093,86.86994163,85.27711367,85.75701485,83.44388005,84.0096017,82.46633889,83.27298723,82.85036364,82.13178108,80.90424093,81.68121083,81.40303945,80.92828431,83.28289453,83.2517802,82.78152529,82.58728185,83.12404969,82.29377471,82.26735957,81.95773168,81.38462462,81.78402442,83.47958585,82.45063323,82.15348551,81.49060007,80.61551732,81.99277851,81.63959306,83.99027651,84.00877272,83.56737791,82.10277147,83.02421495,82.42439687,86.13370903,82.05852262,,,,,,72.85540463,70.37042048,66.96537907,68.86012475,71.6697458,73.30271588,70.65290478,76.29173367,77.57292354,75.66589279
I,A,IRL,WB_WDI_NY_GNS_ICTR_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Ireland,Gross savings (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04717044,27.39250106,23.95091035,18.84738357,15.44661274,17.23974757,16.48351284,16.71202903,21.90637123,25.54456616,32.63724068,34.74545159,34.87795836,32.73759804,33.56814085,34.59528214,34.9476573,32.1543838,34.11304,34.86174975
I,A,DEU,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Germany,"Government expenditure on education, total (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.391739845,4.316649914,4.41835022,4.477980137,,4.444459915,,,,,,,,,,4.473370075,,4.995250225,4.885839939,4.831530094,4.839119911,4.825829983,4.76157999,4.746310234,4.778309822,4.884009838,5.027579784,5.516009808,5.367340088,5.239160061,,
I,A,CAN,WB_WDI_NY_GDP_DEFL_ZS_AD,_T,_T,_T,IX,IX,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Canada,GDP deflator: linked series (base year varies by country),Total,Not Applicable,Index,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.48623912,59.24346112,60.11484411,60.88975021,61.77608023,63.1742742,64.23261702,64.96752059,64.8530314,66.10071007,68.99208669,70.07779915,70.95904391,73.26502623,75.65410634,78.01197132,80.01701373,82.65801177,85.96128751,83.96275454,86.3545493,89.15628392,90.24260308,91.8134903,93.59577283,92.78368787,93.44892664,95.85151223,97.43413397,98.9405346,100,107.7850201,116.3073253,117.885925,121.4653162
I,A,ITA,WB_WDI_NY_GDP_DEFL_KD_ZG,_T,_T,_T,PC_A,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Italy,"Inflation, GDP deflator (annual %)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,2.782158882,5.793729916,8.4578599,6.489807937,4.197040196,2.232396286,2.775258981,1.734451129,4.05131666,6.865034924,7.178839623,5.632971781,12.73863234,20.24638002,16.98308932,17.45427599,18.47715761,13.9449743,15.4510271,20.81579444,18.78722615,17.54095002,15.09673943,10.76184501,9.17464253,7.488417865,6.009282935,6.65040254,6.197387996,8.914063282,7.581328653,4.368115675,3.885951755,3.542473558,4.92524453,4.37278843,2.544150511,2.368536821,1.477301249,1.756028802,3.063979741,3.305007625,3.167264364,2.629760427,2.08420453,2.215891428,2.46674492,2.404594968,1.772535354,0.597839703,1.728783709,1.702379823,1.125784036,0.902550709,0.782776478,1.248171842,0.709821715,1.070581516,1.047006904,1.577402788,1.283321873,3.455359171,6.197264621,1.954924963
I,A,MUS,WB_WDI_NY_GDP_MKTP_CN,_T,_T,_T,XDC,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mauritius,GDP (current LCU),Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,7.72E+08,9.13E+08,9.42E+08,1.21E+09,1.04E+09,1.10E+09,1.08E+09,1.15E+09,1.15E+09,1.23E+09,1.25E+09,1.38E+09,1.70E+09,2.20E+09,3.82E+09,4.06E+09,4.77E+09,5.52E+09,6.34E+09,7.74E+09,8.81E+09,1.03E+10,1.19E+10,1.29E+10,1.46E+10,1.68E+10,2.00E+10,2.45E+10,2.91E+10,3.37E+10,4.00E+10,4.53E+10,5.09E+10,5.84E+10,6.48E+10,7.12E+10,8.04E+10,8.94E+10,1.01E+11,1.11E+11,1.24E+11,1.36E+11,1.47E+11,1.64E+11,1.83E+11,1.94E+11,2.26E+11,2.59E+11,2.88E+11,2.96E+11,3.12E+11,3.35E+11,3.56E+11,3.82E+11,4.05E+11,4.26E+11,4.53E+11,4.79E+11,5.08E+11,5.20E+11,4.55E+11,4.85E+11,5.72E+11,6.37E+11,6.93E+11
I,A,DEU,WB_WDI_NE_DAB_TOTL_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Germany,Gross national expenditure (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,104.7416939,105.1023068,104.8394257,103.7129636,102.0040339,103.4897949,104.0253526,103.905833,103.749007,105.9288897,106.9320393,105.3862419,103.5052456,104.1642145,103.5215632,102.2331942,100.6744703,100.7032127,100.7141704,100.8413928,100.2653329,100.5033896,100.5049448,99.99135056,99.88433205,99.64309211,99.33924794,98.97752112,98.83514397,99.45947507,99.8342928,98.43846361,95.95166775,96.37885408,95.03606566,95.04680291,94.82029363,93.61023043,94.21541896,95.23009499,94.89454203,95.14574558,93.9604827,94.22546119,93.46101653,92.58578634,92.73490631,93.04892428,94.13144323,94.39275375,94.69391895,94.879859,97.52894553,96.02802354,96.22261185
I,A,GBR,WB_WDI_NY_GDP_MKTP_PP_CD,_T,_T,_T,PPP,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,United Kingdom,"GDP, PPP (current international $)",Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76E+11,9.98E+11,1.03E+12,1.08E+12,1.14E+12,1.19E+12,1.28E+12,1.35E+12,1.39E+12,1.44E+12,1.56E+12,1.65E+12,1.73E+12,1.81E+12,1.92E+12,1.98E+12,2.11E+12,2.18E+12,2.27E+12,2.18E+12,2.29E+12,2.35E+12,2.44E+12,2.56E+12,2.67E+12,2.77E+12,2.89E+12,3.04E+12,3.13E+12,3.34E+12,3.22E+12,3.42E+12,3.96E+12,3.97E+12,4.20E+12
I,A,UKR,WB_WDI_NY_GNS_ICTR_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Ukraine,Gross savings (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27029963,23.40627982,19.978869,18.78776266,18.33067962,22.45269411,20.93041287,21.8860081,23.87172234,23.91180638,27.90474571,21.93338523,19.40339069,20.20712789,16.20877275,12.07058289,13.94410295,11.72237641,12.29811488,7.886474564,9.901623056,21.45707849,19.73208527,16.8636103,13.62216455,12.28500672,12.21956043,12.55659009,16.41637609,12.78635124,12.0155962
I,A,THA,WB_WDI_NE_EXP_GNFS_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Thailand,Exports of goods and services (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,16.1446432,17.33547566,15.68676283,15.13425622,17.35483085,16.85509512,17.61438131,18.1616647,16.93876797,16.06169615,15.02035283,15.98891781,18.18930055,18.60288186,21.58918291,18.36300781,20.23520889,19.95836395,19.8857021,22.5711224,24.11144779,23.84738164,22.91790665,20.11120637,21.90138308,23.2136294,25.6017967,28.89401099,33.01196847,34.92152805,34.13192824,35.96430952,36.97247567,36.81728956,38.24211391,41.53234507,39.0184202,48.23705871,57.93730284,56.43854286,64.84025074,63.25068976,60.6457526,61.52255163,65.97185734,68.4027169,68.67534203,68.87227517,71.41641811,64.43861249,66.48617316,70.85490938,68.95123563,67.17114107,68.39413516,67.63669027,67.07088397,66.67283247,64.8380969,59.51889062,51.49442661,58.55938918,65.37276419,65.44456294,70.04973074
I,A,MUS,WB_WDI_FM_LBL_BMNY_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Mauritius,Broad money (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,28.33436332,26.62268227,24.40501954,24.95121873,29.59376574,25.61733463,28.73110893,28.14469256,29.74782834,35.06513691,39.26459428,41.0200749,41.89981443,41.87288125,42.77761727,49.500846,44.93076088,44.19909119,46.76725177,41.56471303,44.68636749,39.56137535,42.48048938,42.95297714,43.57623672,49.37314448,53.62118484,56.42426164,61.22289294,60.91541652,62.20330834,66.78503634,68.91420965,70.23549909,71.04792956,76.64475624,72.95663865,76.43720412,74.92330807,78.88346451,77.01139622,77.96063678,81.35821878,90.93411963,96.95507591,97.66420206,91.69242604,92.33070581,95.19359822,94.84435569,96.13587857,95.3214814,97.20334781,95.76951368,98.12843183,102.7280686,105.3716792,108.9520329,109.3223063,115.8714875,154.6048429,158.0539719,141.0339801,135.7394587,140.5045694
I,A,CHN,WB_WDI_PA_NUS_PPPC_RF,_T,_T,_T,RO,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,China,Price level ratio of PPP conversion factor (GDP) to market exchange rate,Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321468518,0.302382426,0.288251119,0.257564682,0.283142444,0.325223246,0.341677967,0.342455029,0.336290741,0.327581873,0.327041985,0.326971915,0.324042165,0.326162866,0.339833799,0.345295623,0.35808178,0.394321887,0.456827866,0.461440876,0.491890078,0.545459875,0.560850761,0.584463267,0.601244675,0.607229485,0.583084124,0.597750978,0.618820525,0.587635086,0.581769613,0.618301184,0.563151536,0.514361844,0.490802871
I,A,FRA,WB_WDI_FD_AST_PRVT_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,France,Domestic credit to private sector by banks (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3660996,76.50797464,75.94312268,76.95920489,80.31127648,84.31968914,88.93926821,92.60458682,95.06456163,95.81367956,96.616362,96.56475809,95.86338004,93.90230386,94.93274648,96.77688049,99.76015418,102.1651526,104.4152989,121.0584399,116.2485677,114.6496688,108.4036799,103.9081169
I,A,IND,WB_WDI_GC_XPN_TOTL_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,India,Expense (% of GDP),Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,8.732911915,10.11237211,10.62936619,10.5053165,11.2699439,12.31444775,11.70247812,11.37603387,11.95987282,12.0777927,13.14295968,14.37894512,15.33863824,15.76721892,15.5195025,15.97153364,15.48421708,15.33897953,15.11647596,15.14510813,14.60328653,14.24572561,14.08071054,14.5974823,14.40763023,14.80403806,15.4104026,15.54562552,16.05294821,15.57759372,15.133483,15.17398359,15.18947956,15.25786002,17.22767043,16.85189271,16.50513595,14.4898394,16.1667124,16.63868255,14.80313764,15.12569036,15.27195003,15.61410992,15.66313192,,,,13.33351785,,
I,A,CHN,WB_WDI_BM_KLT_DINV_WD_GD_ZS,_T,_T,_T,PT_GDP,RATIO,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,China,"Foreign direct investment, net outflows (% of GDP)",Total,Not Applicable,Ratio,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,0.021413181,0.040237049,0.051450826,0.202860935,0.149347776,0.235870483,0.271661932,0.223893085,0.229560646,0.23744478,0.933483785,0.985315902,0.352777525,0.270932629,0.243401467,0.389045323,0.436491271,0.365631639,0.376872846,0.715552633,0.421798783,0.502171572,0.401805038,0.592416932,0.857324433,0.47598596,1.215728844,0.845733375,0.935857767,0.631154503,0.748972766,0.748947441,1.153488891,1.545905018,1.889176028,1.103027847,1.010948152,0.940305142,1.025050433,0.982313479,1.146764511,1.235162274,0.918936854
I,A,ITA,WB_WDI_EG_USE_COMM_GD_PP_KD,_T,_T,_T,KG_PPP,NUMBER,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Italy,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Total,Not Applicable,Number (real number),Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.57843882,61.12960271,60.24466669,60.4449133,58.42443352,61.65131494,60.77999604,60.47944417,61.07159084,60.98913213,59.82679153,58.84704743,59.10007437,61.88812234,61.41246277,62.11292358,60.45860324,59.39456689,59.21855566,58.39336806,58.90991185,56.56086024,56.081355,55.01326552,51.96217286,53.53890949,52.33541743,52.35140789,50.95032967,50.19108443,50.83170116,50.79913704,46.08252222,43.47222926,
I,A,FIN,WB_WDI_EG_GDP_PUSE_KO_PP,_T,_T,_T,USD,CUR,2,WB_WDI,P1Y,0,WB_WDI,PU,A,Annual,Finland,GDP per unit of energy use (PPP $ per kg of oil equivalent),Total,Not Applicable,Currency,Two,Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.186220417,3.056027208,3.207483623,3.105807041,3.088306759,3.453700714,3.304587039,3.470087681,3.72948681,3.940395205,4.279395339,4.339941306,4.253607048,4.107137086,4.376393659,4.888468523,4.847209936,5.430445486,6.023217453,6.070080752,5.717426706,6.261894921,6.501850259,6.732435785,6.651748665,7.138145762,7.28068502,7.781487185,7.987855757,8.677031822,9.286324507,9.469966645,10.79304829,10.50223281,
